salary,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_WS,height,position,shoots,weight,draft_age
395000,1990,Portland Trail Blazers,0.3,50.2,0.0,70.1,256,13.0,5.7,4.8,208.28,Power Forward,Right,108.86207999999999,22.0
494000,1991,Portland Trail Blazers,0.3,50.2,0.0,70.1,256,13.0,5.7,4.8,208.28,Power Forward,Right,108.86207999999999,22.0
500000,1992,Boston Celtics,0.3,50.2,0.0,70.1,256,13.0,5.7,4.8,208.28,Power Forward,Right,108.86207999999999,22.0
805000,1993,Boston Celtics,0.3,50.2,0.0,70.1,256,13.0,5.7,4.8,208.28,Power Forward,Right,108.86207999999999,22.0
650000,1994,Sacramento Kings,0.3,50.2,0.0,70.1,256,13.0,5.7,4.8,208.28,Power Forward,Right,108.86207999999999,22.0
1530000,1984,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,273.4,218.44000000000003,Center,Right,102.0582,22.0
2030000,1985,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,273.4,218.44000000000003,Center,Right,102.0582,22.0
2000000,1987,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,273.4,218.44000000000003,Center,Right,102.0582,22.0
3000000,1988,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,273.4,218.44000000000003,Center,Right,102.0582,22.0
1660000,1990,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
2008000,1991,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
2358000,1992,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
1825000,1993,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
2200000,1994,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
2600000,1995,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
3100000,1996,Sacramento Kings,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
3300000,1997,Sacramento Kings,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
798500,2000,Vancouver Grizzlies,3.5,44.2,35.4,90.5,586,15.4,14.6,25.2,185.42,Point Guard,Right,73.481904,21.0
1226880,1997,Sacramento Kings,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
1411000,1998,Sacramento Kings,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
1594920,1999,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
4500000,2000,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
5062500,2001,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
5625000,2002,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
6187500,2003,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
6750000,2004,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
3656250,2005,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
1968750,2006,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.5,198.12,Shooting Guard,Right,101.151016,23.0
2186000,1996,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
9000000,1999,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
10130000,2000,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
11250000,2001,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
12375000,2002,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
13500000,2003,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
14625000,2004,Portland Trail Blazers,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
5000000,2005,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
5400000,2006,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
5800000,2007,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
6600000,2009,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,71.2,205.74,Center and Small Forward and Power Forward,Right,102.0582,20.0
398762,2005,Detroit Pistons,0.5,37.0,32.0,50.0,30,8.5,2.7,-0.2,195.57999999999998,Shooting Guard,Right,83.91452,22.0
839209,2006,Detroit Pistons,0.5,37.0,32.0,50.0,30,8.5,2.7,-0.2,195.57999999999998,Shooting Guard,Right,83.91452,22.0
711517,2008,Los Angeles Clippers,0.5,37.0,32.0,50.0,30,8.5,2.7,-0.2,195.57999999999998,Shooting Guard,Right,83.91452,22.0
75000,1987,Boston Celtics,0.5,50.6,53.8,66.5,375,9.0,3.6,9.3,210.82,Center,Right,99.79024,23.0
300000,1988,Boston Celtics,0.5,50.6,53.8,66.5,375,9.0,3.6,9.3,210.82,Center,Right,99.79024,23.0
437000,1990,Orlando Magic,0.5,50.6,53.8,66.5,375,9.0,3.6,9.3,210.82,Center,Right,99.79024,23.0
547000,1991,Orlando Magic,0.5,50.6,53.8,66.5,375,9.0,3.6,9.3,210.82,Center,Right,99.79024,23.0
250000,1992,Houston Rockets,0.5,50.6,53.8,66.5,375,9.0,3.6,9.3,210.82,Center,Right,99.79024,23.0
665000,2012,Toronto Raptors,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
788872,2013,Toronto Raptors,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
915243,2014,New York Knicks,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
981348,2015,Sacramento Kings,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
1914544,2016,Brooklyn Nets,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
1050961,2016,Dallas Mavericks,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
1709538,2017,Brooklyn Nets,0.6,44.4,35.0,75.9,337,11.2,4.9,8.7,200.66,Power Forward and Small Forward,Right,108.86207999999999,22.0
500000,1984,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,73.5,205.74,Center and Power Forward,Right,95.25431999999999,21.0
600000,1985,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,73.5,205.74,Center and Power Forward,Right,95.25431999999999,21.0
675000,1987,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,73.5,205.74,Center and Power Forward,Right,95.25431999999999,21.0
412718,2006,New Jersey Nets,0.2,53.4,0.0,64.3,73,11.8,2.5,0.8,193.04,Shooting Guard,Right,99.79024,22.0
297163,2008,Los Angeles Clippers,0.2,53.4,0.0,64.3,73,11.8,2.5,0.8,193.04,Shooting Guard,Right,99.79024,22.0
1344120,2014,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.4,195.57999999999998,Shooting Guard,Right,94.80072799999999,20.0
1404600,2015,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.4,195.57999999999998,Shooting Guard,Right,94.80072799999999,20.0
1465080,2016,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.4,195.57999999999998,Shooting Guard,Right,94.80072799999999,20.0
85000,1985,Sacramento Kings,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
160000,1987,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
375000,1988,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
825000,1990,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
1309000,1991,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
1309000,1992,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
1309000,1993,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
1240000,1994,Charlotte Hornets,6.4,41.5,33.2,84.9,653,16.6,14.7,46.9,177.8,Point Guard,Right,73.481904,22.0
2090880,2013,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,38.7,213.36,Center,Right,120.20188,20.0
2184960,2014,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,38.7,213.36,Center,Right,120.20188,20.0
2279040,2015,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,38.7,213.36,Center,Right,120.20188,20.0
3140517,2016,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,38.7,213.36,Center,Right,120.20188,20.0
22471910,2017,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,38.7,213.36,Center,Right,120.20188,20.0
311000,1991,New Jersey Nets,0.9,44.9,28.2,77.2,379,10.5,5.8,4.9,200.66,Small Forward,Right,97.52228,22.0
522000,1992,New Jersey Nets,0.9,44.9,28.2,77.2,379,10.5,5.8,4.9,200.66,Small Forward,Right,97.52228,22.0
250000,1994,Detroit Pistons,0.9,44.9,28.2,77.2,379,10.5,5.8,4.9,200.66,Small Forward,Right,97.52228,22.0
360000,1995,Charlotte Hornets,0.9,44.9,28.2,77.2,379,10.5,5.8,4.9,200.66,Small Forward,Right,97.52228,22.0
290000,1996,Charlotte Hornets,0.9,44.9,28.2,77.2,379,10.5,5.8,4.9,200.66,Small Forward,Right,97.52228,22.0
2490360,2017,Miami Heat,1.9,55.0,13.6,72.8,151,17.0,8.0,11.0,208.28,Center,Right,115.66596,20.0
944520,2007,Detroit Pistons,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
1015440,2008,Detroit Pistons,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
1086240,2009,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
1959577,2010,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
7562500,2011,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
7750000,2012,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
7312500,2013,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
7750000,2014,Portland Trail Blazers,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
8000000,2015,New York Knicks,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
12500000,2016,Sacramento Kings,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
1500000,2017,Sacramento Kings,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
1471382,2017,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,33.5,195.57999999999998,Shooting Guard and Small Forward,Right,95.25431999999999,22.0
906480,2006,Dallas Mavericks,0.2,33.9,25.0,56.6,82,2.8,2.1,-0.9,195.57999999999998,Shooting Guard,Right,91.625584,22.0
974400,2007,New Jersey Nets,0.2,33.9,25.0,56.6,82,2.8,2.1,-0.9,195.57999999999998,Shooting Guard,Right,91.625584,22.0
1042440,2008,New Jersey Nets,0.2,33.9,25.0,56.6,82,2.8,2.1,-0.9,195.57999999999998,Shooting Guard,Right,91.625584,22.0
83305,2010,Minnesota Timberwolves,0.2,33.9,25.0,56.6,82,2.8,2.1,-0.9,195.57999999999998,Shooting Guard,Right,91.625584,22.0
800000,1984,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
626240,1985,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
715700,1987,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
715700,1988,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
1115000,1990,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
1232000,1991,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
1351000,1992,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
1471000,1993,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
150000,1993,Los Angeles Clippers,3.1,48.4,31.2,74.1,923,19.0,20.0,67.8,198.12,Small Forward,Right,105.233344,22.0
400000,1984,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
550000,1985,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
625000,1987,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
675000,1988,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
725000,1990,Portland Trail Blazers,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
725000,1991,Portland Trail Blazers,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
1330000,1992,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
1690000,1993,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
2080000,1994,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,71.5,193.04,Shooting Guard and Point Guard,Right,79.3786,22.0
232500,1987,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,8.4,203.2,Power Forward,Right,98.429464,23.0
250000,1988,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,8.4,203.2,Power Forward,Right,98.429464,23.0
500000,1990,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,8.4,203.2,Power Forward,Right,98.429464,23.0
550000,1991,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,8.4,203.2,Power Forward,Right,98.429464,23.0
4027320,2006,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
4329360,2007,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
4631400,2008,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
5844827,2009,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
11244000,2010,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
12372000,2011,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
13500000,2012,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
14128000,2013,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
16006000,2014,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
19500000,2015,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
20575005,2016,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
21461010,2017,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,107.0,210.82,Power Forward and Center,Right,117.93392,21.0
490000,1995,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
521000,1996,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
562380,1997,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
1980000,1999,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
2160000,2000,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
1995741,2001,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
2149259,2002,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
2302778,2003,Denver Nuggets,2.7,38.9,35.4,75.6,307,12.4,5.5,3.0,185.42,Shooting Guard and Point Guard,Right,83.91452,22.0
1319400,2000,Dallas Mavericks,1.2,42.2,33.9,81.3,187,11.5,9.0,4.1,195.57999999999998,Point Guard and Shooting Guard,Right,92.98636,23.0
1418400,2001,Washington Wizards,1.2,42.2,33.9,81.3,187,11.5,9.0,4.1,195.57999999999998,Point Guard and Shooting Guard,Right,92.98636,23.0
1517280,2002,New Orleans Hornets,1.2,42.2,33.9,81.3,187,11.5,9.0,4.1,195.57999999999998,Point Guard and Shooting Guard,Right,92.98636,23.0
2168193,2003,New Orleans Hornets,1.2,42.2,33.9,81.3,187,11.5,9.0,4.1,195.57999999999998,Point Guard and Shooting Guard,Right,92.98636,23.0
79029,2004,Sacramento Kings,1.2,42.2,33.9,81.3,187,11.5,9.0,4.1,195.57999999999998,Point Guard and Shooting Guard,Right,92.98636,23.0
2403120,2008,Milwaukee Bucks,0.7,41.0,34.0,69.8,67,9.9,4.2,0.5,203.2,Small Forward,Right,104.32616,22.0
2583360,2009,Chicago Bulls,0.7,41.0,34.0,69.8,67,9.9,4.2,0.5,203.2,Small Forward,Right,104.32616,22.0
90465,2010,New Orleans Hornets,0.7,41.0,34.0,69.8,67,9.9,4.2,0.5,203.2,Small Forward,Right,104.32616,22.0
750000,1991,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
942000,1992,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
1160000,1993,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
1377500,1994,Golden State Warriors,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
1595000,1995,Toronto Raptors,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
653350,2001,Detroit Pistons,0.9,51.8,28.6,63.4,286,13.7,8.9,8.8,205.74,Center,Right,120.20188,22.0
100000,1987,Dallas Mavericks,1.0,45.9,32.4,87.0,169,14.4,4.4,3.2,187.96,Point Guard,Right,83.007336,23.0
150000,1988,Golden State Warriors,1.0,45.9,32.4,87.0,169,14.4,4.4,3.2,187.96,Point Guard,Right,83.007336,23.0
250000,1990,Dallas Mavericks,1.0,45.9,32.4,87.0,169,14.4,4.4,3.2,187.96,Point Guard,Right,83.007336,23.0
1713720,2017,Brooklyn Nets,1.0,59.0,18.3,73.2,152,18.1,9.6,11.9,210.82,Center,Right,107.501304,19.0
200000,1995,Minnesota Timberwolves,1.7,35.0,31.7,63.0,117,8.5,2.9,0.2,193.04,Shooting Guard,Right,83.460928,22.0
247500,1996,Indiana Pacers,1.7,35.0,31.7,63.0,117,8.5,2.9,0.2,193.04,Shooting Guard,Right,83.460928,22.0
35000,1997,Cleveland Cavaliers,1.7,35.0,31.7,63.0,117,8.5,2.9,0.2,193.04,Shooting Guard,Right,83.460928,22.0
510000,1999,Milwaukee Bucks,1.7,35.0,31.7,63.0,117,8.5,2.9,0.2,193.04,Shooting Guard,Right,83.460928,22.0
473604,2011,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
3000000,2012,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
3060000,2013,Philadelphia 76ers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
948163,2014,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
3700000,2015,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
4000000,2016,Indiana Pacers,1.0,47.1,13.3,68.2,388,12.5,4.8,13.8,205.74,Power Forward and Center,Right,117.93392,22.0
1785000,1996,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
2052360,1997,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
2320000,1998,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
9000000,1999,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
10130000,2000,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
11250000,2001,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
12375000,2002,Milwaukee Bucks,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
13500000,2003,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
14625000,2004,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
13223140,2005,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
14611570,2006,Seattle SuperSonics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
16000000,2007,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
18388430,2008,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
18776860,2009,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
10000000,2010,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
10000000,2011,Boston Celtics,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
3090000,2012,Miami Heat,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
3229050,2013,Miami Heat,3.4,45.2,40.0,89.4,1300,18.6,18.9,145.1,195.57999999999998,Shooting Guard,Right,92.98636,21.0
901920,2004,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
969696,2005,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
1037280,2006,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
1868141,2007,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
2500000,2008,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
2500000,2009,Boston Celtics,1.3,47.5,28.2,70.9,820,14.2,8.1,38.7,193.04,Shooting Guard and Small Forward and Point Guard,Right,96.615096,22.0
