salary,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_WS,height,position,shoots,weight,draft_age
620000,1993,Chicago Bulls,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
845000,1994,Chicago Bulls,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1040000,1995,Los Angeles Lakers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1235000,1996,Los Angeles Lakers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1430000,1997,Los Angeles Lakers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1625000,1998,Los Angeles Lakers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
537500,1998,Cleveland Cavaliers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1100000,1999,Phoenix Suns,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1320000,2000,Phoenix Suns,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1609235,2001,Philadelphia 76ers,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1400000,2002,Chicago Bulls,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
1680000,2003,Chicago Bulls,0.7,47.1,11.5,58.7,644,11.1,3.6,18.2,205.74,Power Forward and Center,Right,108.86207999999999,24.0
316969,2000,Boston Celtics,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
540850,2001,Boston Celtics,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
762435,2002,Denver Nuggets,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
944922,2003,Boston Celtics,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
4903000,2004,Boston Celtics,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
5515875,2005,Boston Celtics,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
7288165,2006,Minnesota Timberwolves,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
7901040,2007,Miami Heat,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
8513916,2008,Miami Heat,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
7962500,2009,Minnesota Timberwolves,0.8,50.4,35.9,72.3,605,12.5,8.2,18.8,213.36,Center,Right,104.32616,22.0
366931,2003,Orlando Magic,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
620046,2004,Charlotte Bobcats,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
869373,2005,Charlotte Bobcats,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
2510000,2006,Orlando Magic,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
2440000,2007,Orlando Magic,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
2565000,2008,Milwaukee Bucks,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
1033342,2009,San Antonio Spurs,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
1600000,2010,Chicago Bulls,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
848266,2011,New Jersey Nets,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
1229225,2012,Brooklyn Nets,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
5058198,2013,Boston Celtics,1.3,39.4,35.3,71.6,671,9.6,6.3,20.4,195.57999999999998,Small Forward and Shooting Guard,Right,97.52228,23.0
250000,1987,Washington Bullets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
350000,1988,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
805000,1990,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
906000,1991,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
700000,1992,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
900000,1993,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1125000,1994,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1350000,1995,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1575000,1996,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1800000,1997,Charlotte Hornets,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
2800000,1998,Golden State Warriors,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
510000,1999,Toronto Raptors,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1740000,2000,Toronto Raptors,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1520860,2001,Dallas Mavericks,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
1659120,2002,Dallas Mavericks,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
437420,2003,Dallas Mavericks,7.6,45.8,27.8,82.7,889,15.0,7.7,54.0,160.02,Point Guard,Right,61.688512,22.0
4340520,2005,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
4665960,2006,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
4991520,2007,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
6294310,2008,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
10000000,2009,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
11000000,2010,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
12000000,2011,Milwaukee Bucks,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
13000000,2012,Golden State Warriors,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
14000000,2013,Golden State Warriors,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
12972973,2014,Golden State Warriors,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
12000000,2015,Golden State Warriors,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
11027027,2016,Philadelphia 76ers,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
242224,2016,Cleveland Cavaliers,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
1105123,2017,Los Angeles Lakers,2.2,53.5,12.0,55.7,706,16.4,9.6,50.6,213.36,Power Forward and Center,Right,117.93392,21.0
137500,1985,Washington Bullets,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
200000,1987,Washington Bullets,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
400000,1988,Golden State Warriors,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
1300000,1990,Philadelphia 76ers,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
1350000,1991,Philadelphia 76ers,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
1650000,1992,Philadelphia 76ers,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
650000,1993,Miami Heat,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
200000,1994,Golden State Warriors,0.3,40.7,21.0,56.1,624,9.4,2.6,12.3,231.14000000000001,Center,Right,90.7184,21.0
568000,1991,Sacramento Kings,1.4,46.8,12.5,59.0,318,11.5,6.9,10.8,203.2,Small Forward and Power Forward,Right,97.52228,22.0
763000,1992,Sacramento Kings,1.4,46.8,12.5,59.0,318,11.5,6.9,10.8,203.2,Small Forward and Power Forward,Right,97.52228,22.0
650000,1993,New York Knicks,1.4,46.8,12.5,59.0,318,11.5,6.9,10.8,203.2,Small Forward and Power Forward,Right,97.52228,22.0
845000,1994,New York Knicks,1.4,46.8,12.5,59.0,318,11.5,6.9,10.8,203.2,Small Forward and Power Forward,Right,97.52228,22.0
385277,2004,Toronto Raptors,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
2000000,2005,Toronto Raptors,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
2000000,2006,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
2678000,2007,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
2987000,2008,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
3240380,2009,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
3000000,2010,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
3315000,2011,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
3630000,2012,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
3945000,2013,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
1448490,2014,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
1499187,2015,San Antonio Spurs,0.7,46.4,41.4,78.0,792,13.6,5.8,38.5,208.28,Power Forward and Center,Right,106.59412,23.0
2127840,2015,Phoenix Suns,4.2,43.7,35.4,85.4,272,16.1,21.4,9.8,198.12,Shooting Guard,Right,95.25431999999999,19.0
2223600,2016,Phoenix Suns,4.2,43.7,35.4,85.4,272,16.1,21.4,9.8,198.12,Shooting Guard,Right,95.25431999999999,19.0
2319360,2017,Phoenix Suns,4.2,43.7,35.4,85.4,272,16.1,21.4,9.8,198.12,Shooting Guard,Right,95.25431999999999,19.0
1204560,2010,Washington Wizards,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
1294920,2011,Washington Wizards,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
1385280,2012,Washington Wizards,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
2350820,2013,Washington Wizards,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
5000000,2014,Utah Jazz,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
4775000,2015,Utah Jazz,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
9250000,2016,Brooklyn Nets,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
8725000,2017,Philadelphia 76ers,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
332516,2017,Indiana Pacers,1.1,51.5,30.5,63.6,532,15.0,6.9,26.2,203.2,Power Forward,Left,103.418976,23.0
301875,1999,Washington Wizards,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
423500,2000,Washington Wizards,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
4539000,2001,Seattle SuperSonics,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
4992900,2002,Seattle SuperSonics,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
5446800,2003,Seattle SuperSonics,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
5900700,2004,Dallas Mavericks,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
6354600,2005,Milwaukee Bucks,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
900498,2005,Washington Wizards,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
6629891,2006,Milwaukee Bucks,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
998967,2006,Washington Wizards,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
1103225,2007,Philadelphia 76ers,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
1319651,2008,Sacramento Kings,0.4,45.1,22.2,74.8,366,12.4,3.3,8.0,210.82,Center,Left,104.32616,23.0
597600,1997,Chicago Bulls,0.9,32.5,9.1,56.3,45,7.3,2.9,-0.8,198.12,Small Forward,Right,102.511792,23.0
687240,1998,Chicago Bulls,0.9,32.5,9.1,56.3,45,7.3,2.9,-0.8,198.12,Small Forward,Right,102.511792,23.0
776880,1999,Chicago Bulls,0.9,32.5,9.1,56.3,45,7.3,2.9,-0.8,198.12,Small Forward,Right,102.511792,23.0
349458,2002,Cleveland Cavaliers,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
563679,2003,Cleveland Cavaliers,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
10967500,2004,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
11593816,2005,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
11260483,2006,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
11260483,2007,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
11593817,2008,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
13520500,2009,Utah Jazz,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
14400000,2010,Chicago Bulls,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
13500000,2011,Chicago Bulls,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
15000000,2012,Chicago Bulls,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
15300000,2013,Chicago Bulls,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
13550000,2014,Chicago Bulls,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
3250000,2014,Los Angeles Lakers,2.2,52.1,7.1,72.2,861,19.5,16.2,80.3,205.74,Center and Power Forward,Right,117.026736,21.0
1113720,2002,Utah Jazz,0.8,42.1,0.0,74.2,83,9.0,3.1,1.0,213.36,Center,Right,108.86207999999999,22.0
1187240,2003,Utah Jazz,0.8,42.1,0.0,74.2,83,9.0,3.1,1.0,213.36,Center,Right,108.86207999999999,22.0
1280880,2004,Utah Jazz,0.8,42.1,0.0,74.2,83,9.0,3.1,1.0,213.36,Center,Right,108.86207999999999,22.0
1969993,2005,Boston Celtics,0.8,42.1,0.0,74.2,83,9.0,3.1,1.0,213.36,Center,Right,108.86207999999999,22.0
2911320,2003,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
3129720,2004,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
3348000,2005,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
4235220,2006,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
12455000,2007,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
14410581,2008,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
15779912,2009,Toronto Raptors,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
14500000,2010,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
16022500,2011,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
17545000,2012,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
19067500,2013,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
20644400,2014,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
22192730,2015,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
23741060,2016,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
25289390,2017,Miami Heat,2.0,49.4,33.5,79.9,893,20.6,19.2,106.0,210.82,Power Forward and Center,Left,106.59412,19.0
1025880,1999,Atlanta Hawks,0.2,40.4,18.2,76.8,142,11.3,3.0,1.8,208.28,Small Forward and Power Forward,Right,111.13004,22.0
1102800,2000,Atlanta Hawks,0.2,40.4,18.2,76.8,142,11.3,3.0,1.8,208.28,Small Forward and Power Forward,Right,111.13004,22.0
1179720,2001,Atlanta Hawks,0.2,40.4,18.2,76.8,142,11.3,3.0,1.8,208.28,Small Forward and Power Forward,Right,111.13004,22.0
301875,1999,Denver Nuggets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
510000,2000,Denver Nuggets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
630850,2001,Denver Nuggets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
1111111,2002,Denver Nuggets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
1250000,2003,Denver Nuggets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
807046,2004,Houston Rockets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
900498,2005,Houston Rockets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
998967,2006,Houston Rockets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
1033930,2007,New Orleans Hornets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
1141838,2008,New Orleans Hornets,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
209592,2009,Oklahoma City Thunder,0.5,45.6,20.6,69.3,507,10.5,2.6,12.4,200.66,Small Forward and Power Forward and Shooting Guard,Right,97.52228,23.0
900000,1992,Orlando Magic,1.8,47.5,31.8,82.4,461,11.7,6.4,12.3,198.12,Shooting Guard,Right,86.18248,23.0
900000,1993,Orlando Magic,1.8,47.5,31.8,82.4,461,11.7,6.4,12.3,198.12,Shooting Guard,Right,86.18248,23.0
900000,1994,Orlando Magic,1.8,47.5,31.8,82.4,461,11.7,6.4,12.3,198.12,Shooting Guard,Right,86.18248,23.0
370000,1995,Orlando Magic,1.8,47.5,31.8,82.4,461,11.7,6.4,12.3,198.12,Shooting Guard,Right,86.18248,23.0
400000,1985,Portland Trail Blazers,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
1055000,1987,Portland Trail Blazers,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
1080000,1988,Portland Trail Blazers,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
1200000,1989,New Jersey Nets,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
2000000,1990,New Jersey Nets,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
2000000,1991,New Jersey Nets,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
2600000,1992,New Jersey Nets,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
3200000,1993,Los Angeles Lakers,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
3200000,1994,Los Angeles Lakers,2.1,45.2,30.2,74.8,511,14.6,10.9,26.9,215.9,Center,Right,106.59412,23.0
250000,1995,Atlanta Hawks,0.5,34.9,25.0,50.0,30,9.3,2.6,-0.3,195.57999999999998,Shooting Guard,Right,88.904032,22.0
247500,1996,Atlanta Hawks,0.5,34.9,25.0,50.0,30,9.3,2.6,-0.3,195.57999999999998,Shooting Guard,Right,88.904032,22.0
1306920,2010,Philadelphia 76ers,0.5,26.5,21.4,50.0,17,3.1,1.8,-0.2,208.28,Power Forward,Right,104.32616,23.0
1404960,2011,Philadelphia 76ers,0.5,26.5,21.4,50.0,17,3.1,1.8,-0.2,208.28,Power Forward,Right,104.32616,23.0
1418160,2010,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
1524480,2011,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
1630800,2012,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
2511432,2013,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
7191011,2014,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
7730337,2015,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
8269663,2016,Boston Celtics,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
8808989,2017,Los Angeles Clippers,1.8,43.6,36.4,77.8,522,11.2,12.0,14.6,187.96,Point Guard and Shooting Guard,Right,81.64656,20.0
100000,1985,Washington Bullets,1.9,44.0,29.3,73.0,600,12.0,5.2,16.5,198.12,Shooting Guard,Right,88.45044,22.0
75000,1987,New Jersey Nets,1.9,44.0,29.3,73.0,600,12.0,5.2,16.5,198.12,Shooting Guard,Right,88.45044,22.0
100000,1988,Atlanta Hawks,1.9,44.0,29.3,73.0,600,12.0,5.2,16.5,198.12,Shooting Guard,Right,88.45044,22.0
1123560,2001,Toronto Raptors,0.5,47.7,14.3,51.1,173,11.3,2.8,2.0,208.28,Power Forward and Center,Right,111.13004,22.0
1207800,2002,Toronto Raptors,0.5,47.7,14.3,51.1,173,11.3,2.8,2.0,208.28,Power Forward and Center,Right,111.13004,22.0
1292040,2003,Toronto Raptors,0.5,47.7,14.3,51.1,173,11.3,2.8,2.0,208.28,Power Forward and Center,Right,111.13004,22.0
720046,2004,Orlando Magic,0.5,47.7,14.3,51.1,173,11.3,2.8,2.0,208.28,Power Forward and Center,Right,111.13004,22.0
819550,2005,Philadelphia 76ers,0.5,47.7,14.3,51.1,173,11.3,2.8,2.0,208.28,Power Forward and Center,Right,111.13004,22.0
2700000,1993,Philadelphia 76ers,0.7,45.7,10.3,71.6,832,16.0,8.1,40.7,228.60000000000002,Center,Right,106.59412,21.0
